Tag Name,Tag Description,Tag Type,ABC Class,PSM Critical,Unit
CM-835B,CM-835B GHU-2 RECYCLE GAS COMPRESSORS,MOTOR,A,,
CM-2051B,MOTOR FOR C-2051B,MOTOR,B,,
CM-2051C,MOTOR FOR C-2051C,MOTOR,B,,
CM-3301A,MOTOR FOR C-3301A,MOTOR,C,,
PM-3010A,MOTOR FOR P-3010 A,MOTOR,B,,
PM-3071A,MOTOR FOR P-3071 A,MOTOR,B,,
PM-3076A,MOTOR FOR P-3076 A,MOTOR,C,,
PM-3081B,MOTOR FOR P-3081 B,MOTOR,B,,
PM-3300B,MOTOR FOR P-3300 B,MOTOR,B,,
XM-3300B,MOTOR FOR X-3300B,MOTOR,B,,
MCC-EM-850A,DEOCTANIZER CONDENSER MCC,MCC,A,,
MCC-PM-850B,DEOCTANIZER REFLUX PUPMS MCC,MCC,A,,
MCC-PM-866B,EDC BOTTOM PUMPS MCC,MCC,B,,
ARU-BD,ARU LV BUSDUCT FOR PM INSPT,BUS DUCT,A,,
ARU-MV-GP,ARU MV SWGR FOR PM INSPT,MV SWGR,A,,
A-TR-01,ARU DISTRIBUTION TR-01,DISTRIBUTION TRANSFORMER,A,,
CCB-AIR FILTER,AIR FILTER CBB Building,HVAC,B,,
CFU-INT,CFU INTERCOM,INTERCOM,B,,
CM-2400J,MOTOR FOR C-2400 J,MOTOR,B,,
C-PB1A,OCU  LT PANEL,PANEL BOARD,B,,
C-PB2C,OCU  LT PANEL FAR-3,PANEL BOARD,B,,
CP-EM-711,Treater Regen Heater control panel,ELECTRIC HEATER,B,,
CTU-2210-WO,WELDING OUTLET IN CONDENSATE AREA,RECEPTACLE,C,,
CTU-BD,CTU LV BUSDUCT FOR PM INSPT,BUS DUCT,A,,
CTU-FA,CTU FIRE ALARM,FIRE ALARM,A,,
DG5001,CTU DIESEL GEN 400V 1000KVA,DIESEL GENERATOR,A,,
DW-PB01,DEMIN & COND. POLISHER LIGHTING PB,PANEL BOARD,B,,
E-DB02E,ORU LV DISTRIBUTION BOARD  380V EMER,PANEL BOARD,A,,
EM-850C,EM-850C DEOCTANIZER CONDENSER,MOTOR,A,,
EM-863A,EM-863A LEAN SOLVENT COOLER,MOTOR,A,,
EM-870I,EM-870I SRC CONDENSER,MOTOR,A,,
PM-3082B,MOTOR FOR P-3082 B,MOTOR,B,,
PM-3343A,MOTOR FOR P-3343A,MOTOR,C,,
XM-3370B,SLUDGE DEWATERING UNIT B,MOTOR,B,,
MCC-EM-896A,XYLENE COOLER MCC,MCC,A,,
A-MV-2411,MOTOR MV SWGR FOR PM-876B,MV SWGR,B,,
A-PB02,ARU  PANEL BOARD  FOR PM INSPT,PANEL BOARD,B,,
ARU-FA,ARU FIRE ALARM,FIRE ALARM,A,,
ARU-INT,ARU INTERCOM,INTERCOM,B,,
ARU-LN,ARU LIGHTNING,LIGHTNING,A,,
C-BD-01,OCU BUS DUCT TR-01,BUS DUCT,A,,
CFU-AH-HVAC,Air Condition AH CFU,HVAC,B,,
CFU-DB,CFU LV DISTRIBUTION BOARD,PANEL BOARD,A,,
CFU-ING,CFU INERGEN SYSTEM,INERGEN,A,,
CM-2094-11C,MOTOR SOOT BLOWER at Economizer,MOTOR,C,,
CM-2094-13B,MOTOR SOOT BLOWER at SUPER HEATER,MOTOR,C,,
CM-2400D,MOTOR FOR C-2400 D,MOTOR,B,,
CM-2400I,MOTOR FOR C-2400 I,MOTOR,B,,
CM-2400L,MOTOR FOR C-2400 L,MOTOR,B,,
C-MV-2315,OCU MV SWGR FOR BUS-A PT,MV SWGR,A,,
CTU-ING,CTU INERGEN SYSTEM,INERGEN,A,,
CTU-JE-2400,OVERHEAD CRANE 3 TONS FOR PM INSPT,CRANE,A,,
CTU-JE-4000-2,OVERHEAD CRANE 8 TONS FOR PM INSPT,CRANE,A,,
CTU-PE-4003D-CP,PE-4003D CONTROL PANEL FOR PM INSPT,DIESEL GENERATOR,A,,
E-BD-01,ORU BUS DUCT TR-01,BUS DUCT,A,,
E-LV02T,ORU LV SWGR FOR 690V BUS TIE,LV SWGR,A,,
EM-860B,EM-860B EDC CONDENSER,MOTOR,A,,
E-MV-2211,MOTOR MV SWITCHGEAR FOR SPARE,MV SWGR,C,,
E-MV-2216,MOTOR MV SWITCHGEAR FOR PM-226B,MV SWGR,A,,
E-MV-2225,ORU MV SWGR FOR 11 KV INCOMING LINE2,MV SWGR,A,,
E-MV-2226,ORU MV SWGR FOR OCU LINE#2,MV SWGR,A,,
XM-3077,MOTOR FOR X-3077,MOTOR,B,,
XM-3320,MOTOR FOR X-3320,MOTOR,B,,
CM-2051A,MOTOR FOR C-2051A,MOTOR,B,,
CM-2050B,MOTOR FOR CM-2050B,MOTOR,A,,
PM-2021C,MOTOR FOR P-2021C,MOTOR,A,,
5QTMC1-CTU-PB,CTU LIGHTING & WO PANEL BOARD,PANEL BOARD,C,,
CM-3301B,MOTOR FOR C-3301B,MOTOR,C,,
PM-3075,MOTOR FOR P-3075,MOTOR,B,,
PM-3080A,MOTOR FOR P-3080 A,MOTOR,B,,
PM-3082A,MOTOR FOR P-3082 A,MOTOR,B,,
PM-3360A,MOTOR FOR P-3360A,MOTOR,B,,
PM-3360B,MOTOR FOR P-3360B,MOTOR,B,,
XM-3300A,MOTOR FOR X-3300A,MOTOR,B,,
MCC-EM-831C,GHU-2 EFFLUENT AIR CONDENSER MCC,MCC,A,,
MCC-EM-851A,C6-C8 CUT COOLER MCC,MCC,A,,
MCC-EM-870K,SRC CONDENSER MCC,MCC,A,,
MCC-EM-880A,BENZENE CONDENSER MCC,MCC,A,,
5LCS-CM-2094-11C,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
ADMIN-MDB,ADMIN. MAIN DISTRIBUTION BOARD,MDB,C,,
A-LV01B,ARU LV SWGR FOR 690V INCOMING BUS B,LV SWGR,A,,
A-LV01E,ARU LV SWGR FOR 690V INCOMING BUS E,LV SWGR,A,,
ARU-FAR4-LF,FAR4 LIGHTING,LIGHTING,C,,
ARU-TEL,ARU TELEPHONE,TELEPHONE,B,,
A-TR-03,ARU DISTRIBUTION TR-03,DISTRIBUTION TRANSFORMER,A,,
CCB-HVAC,CCB HVAC,HVAC,A,,
CFU-LN,CFU LIGHTNING,LIGHTNING,A,,
CFU-TR-GP,CFU DISTRIBUTION TR FOR PM INSPT,DISTRIBUTION TRANSFORMER,A,,
C-LV01T,OCU LV SWGR FOR 690V BUS TIE,LV SWGR,A,,
C-LV-E762,OCU LV SWGR FOR E-762,MCC,A,,
CM-2094-1A,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-6C,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
E-MV-2232,MOTOR MV SWITCHGEAR FOR PM-426A,MV SWGR,A,,
E-PB2B,ORU  LT PANEL Compressor,PANEL BOARD,B,,
ISBL-A-800-900-LF,AROMATICS RECOVERY SYSTEM LIGHTING,LIGHTING,C,,
ISBL-C-400-LCS-GP,CHILLING TRAIN&C1 TRAIN LCS GROUP FOR PM,LCS,C,,
ISBL-C-600-MOTOR-GP,C3 TRAIN MOTOR GP FOR PM,MOTOR,C,,
ISBL-C-700-LF,C4 TRAIN SYSTEM LIGHTING,LIGHTING,C,,
LCS-835B,GHU-2 RECYCLE GAS COMPRESSORS LCS,LCS,A,,
LCS-CM-2094-10C,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-2094-3C,SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-6A,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2101C,AIR COMPRESSOR C MOTOR LCS,LCS,B,,
LCS-CM-2203B,NEUTRALIZATION BLOWER B MOTOR LCS,LCS,B,,
LCS-CM-2400O,MOTOR LCS FOR C-2400O,LCS,B,,
LCS-EM-870E,SRC CONDENSER LCS,LCS,A,,
LCS-EM-870K,SRC CONDENSER LCS,LCS,A,,
LCS-EM-880A,BENZENE CONDENSER LCS,LCS,A,,
LCS-EM-896A,XYLENE COOLER LCS,LCS,A,,
LCS-PM-1316,PM-1316 OFF SPEC PROPYLENE  PUMP LCS,LCS,A,,
LCS-PM-201B,PM-201B PURGE OIL PUMP LCS,LCS,B,,
LCS-PM-2021C,MOTOR LCS FOR PM-2021C,LCS,A,,
LCS-PM-2022B,MOTOR LCS FOR P-2022 B,LCS,C,,
LCS-PM-2101A,INTERMEDIATE WATER PUMP A MOTOR LCS,LCS,B,,
LCS-PM-2163A,POLYMER DOSING PUMP I A MOTOR LCS,LCS,B,,
LCS-PM-217A,PYROLYSIS FUEL OIL PRODUCT PUMP LCS,LCS,A,,
LCS-PM-2203A,REGENERATION PUMP A MOTOR LCS,LCS,B,,
LCS-PM-2210B,RAW CONDENSATE PUMP B MOTOR LCS,LCS,B,,
LCS-PM-226C-P1B,PM-226C-P1B LUBE OIL PUMP LCS,LCS,B,,
LCS-PM-2400G,MOTOR LCS FOR P-2400G,LCS,A,,
LCS-PM-3040,MOTOR LCS FOR P-3040,LCS,B,,
CM-2101B,AIR COMPRESSOR B MOTOR,MOTOR,B,,
CM-2201A,DEGASIFIER FAN A MOTOR,MOTOR,B,,
CM-2201E,DEGASIFIER FAN E MOTOR,MOTOR,B,,
CM-2400E,MOTOR FOR C-2400 E,MOTOR,B,,
C-MV-2311,MOTOR MV SWITCHGEAR FOR PM-722A,MV SWGR,B,,
C-TR-01,OCU DISTRIBUTION TR-01,DISTRIBUTION TRANSFORMER,A,,
CTU-2000-WO,WELDING OUTLET IN BOILER AREA,RECEPTACLE,C,,
CTU-2100-WO,WELDING OUTLET IN RWT AREA,RECEPTACLE,C,,
CTU-2800-LCS-GP,AIR&NITROGEN LCS GROUP FOR PM INSPT,LCS,A,,
DW-MCC01B,DW LV MCC 660V DW-L1B FOR PM INSPT,MCC,A,,
DW-MCC01E,DW LV MCC 660V DW-L1E FOR PM INSPT,MCC,A,,
E-LV02E,ORU LV SWGR FOR 690V INCOMING BUS E,LV SWGR,A,,
EM-305B,EM305B C.G.C TURBINE CONDENSATE PUMP,MOTOR,A,,
EM-851B,EM-851B C6-C8 CUT COOLER,MOTOR,A,,
EM-870H,EM-870H SRC CONDENSER,MOTOR,A,,
EM-896B,PM-896B XYLENE COOLER,MOTOR,A,,
E-MV-2215,MOTOR MV SWITCHGEAR FOR PM-601A,MV SWGR,B,,
E-MV-2219,ORU MV SWGR FOR F-TR01,MV SWGR,A,,
E-MV-2234,MOTOR MV SWITCHGEAR FOR CM-130B,MV SWGR,A,,
E-PB1B,ORU  LT PANEL Quenching,PANEL BOARD,B,,
E-PB2C,ORU  LT PANEL Compressor,PANEL BOARD,B,,
E-PB2EE,ORU  LT PANEL  Compressor EMER,PANEL BOARD,B,,
F-MCC01B,CFU LV MCC 690V F-L1B FOR PM INSPT,MCC,A,,
F-PB02,"CFU  LT PANEL  H-100B , H-100C",PANEL BOARD,B,,
F-PB08E,"CFU  LT PANEL   H-100D,E,F,G EMER",PANEL BOARD,B,,
ISBL-C-500-LCS-GP,C2 TRAIN LCS GROUP FOR PM,LCS,C,,
LCS-CM-100A,INDUCED DRAFT FAN A LCS,LCS,A,,
LCS-CM-120R,INDUCED DRAFT FAN R LCS,LCS,A,,
LCS-CM-2094-2B,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-7A,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-2101B,AIR COMPRESSOR B MOTOR LCS,LCS,B,,
LCS-CM-2203A,NEUTRALIZATION BLOWER A MOTOR LCS,LCS,B,,
LCS-CM-2400D,MOTOR LCS FOR C-2400 D,LCS,B,,
LCS-E-762,OCU C2 Feed Treater Heater LCS,LCS,A,,
LCS-EM-831D,GHU-2 EFFLUENT AIR CONDENSER LCS,LCS,A,,
LCS-EM-850G,DEOCTANIZER CONDENSER LCS,LCS,A,,
LCS-EM-890B,TOLUENE CONDENSER LCS,LCS,A,,
LCS-PM-1010D,PM-1010D TFU NAPHTHA FEED PUMP D LCS,LCS,A,,
LCS-PM-1410,PM-1410 RAW C4 FEED PUMP LCS,LCS,A,,
LCS-PM-1530A,PM-1530A AROMATIC EXTRACTION PUMP A LCS,LCS,B,,
LCS-PM-1530B,PM-1530B AROMATIC EXTRACTION  PUMP B LCS,LCS,B,,
LCS-PM-1610A,PM-1610A CKB EXPORT PUMP A LCS,LCS,C,,
LCS-PM-201A,PM-201A PURGE OIL PUMP LCS,LCS,B,,
LCS-PM-2023B,MOTOR LCS FOR P-2023 B,LCS,B,,
LCS-PM-202A,QUENCH OIL DRAIN DRUM PUMP LCS,LCS,B,,
LCS-PM-2105B,SLUDGE  FEED PUMP B MOTOR LCS,LCS,B,,
LCS-PM-2161B,NaOCl DOSING PUMP B MOTOR LCS,LCS,B,,
LCS-PM-2164A,POLYMER DOSING PUMP II A MOTOR LCS,LCS,B,,
LCS-PM-2264A,NaOH METERING PUMP FOR NWP A MOTOR LCS,LCS,B,,
LCS-PM-2264B,NaOH METERING PUMP FOR NWP B MOTOR LCS,LCS,B,,
LCS-PM-2265A,NaOH METERING PUMP FOR ORU A MOTOR LCS,LCS,B,,
LCS-PM-226C,QUENCH WATER PUMP LCS,LCS,A,,
LCS-PM-2400C,MOTOR LCS FOR P-2400C,LCS,B,,
LCS-PM-2412A,MOTOR LCS FOR P-2412 A,LCS,B,,
LCS-PM-2415B,MOTOR LCS FOR P-2415 B,LCS,B,,
LCS-PM-2601A,Motor LCS for P-2601A,LCS,C,,
LCS-PM-3031A,PM-3031A OILY WATER PUMP A LCS,LCS,C,,
LCS-PM-3076B,MOTOR LCS FOR P-3076 B,LCS,C,,
LCS-PM-3072A,MOTOR LCS FOR P-3072 A,LCS,C,,
LCS-PM-3078B,MOTOR LCS FOR P-3078 B,LCS,C,,
LCS-PM-3080A,MOTOR LCS FOR P-3080 A,LCS,B,,
LCS-PM-3401,SPENT CAUSTIC WASH GASOLINE PUMP LCS,LCS,B,,
LCS-PM-344B,STRONG CAUSTIC CIRCULATION PUMP LCS,LCS,B,,
LCS-PM-426A,DEMETHANIZER BOTTOM PUMP LCS,LCS,A,,
LCS-PM-478,EMERGENCY OIL PUMP LCS,LCS,B,,
LCS-PM-600A,DEPROPANIZER REFLUX PUMP LCS,LCS,B,,
LCS-PM-601B,DEPROPANIZER NET OVERHEAD PUMP LCS,LCS,B,,
LCS-PM-640C,C3 TOWER NO.1 REFLUX PUMP LCS,LCS,B,,
LCS-PM-851B,IMPORTEDD C8+ FEED PUMPS LCS,LCS,B,,
LCS-PM-876A,SRC BOTTOM PUMPS LCS,LCS,B,,
LCS-PM-890B,TOLUENE REFLUX PUMPS LCS,LCS,B,,
LCS-XM-3080,MOTOR LCS FOR X-3080,LCS,C,,
LCS-XM-3300C,MOTOR LCS FOR X-3300C,LCS,B,,
LCS-ZM-2101-1A,Scraper drive A motor LCS,LCS,B,,
MCC-CM-100E,INDUCED DRAFT FAN E MCC,MCC,A,,
MCC-CM-2094-11A,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-13C,MOTOR MCC SOOT BLOWER at SUPER HEATER,MCC,C,,
MCC-CM-2094-2C,MOTOR MCC SOOT BLOWER at Boiler BANK,MCC,C,,
MCC-CM-2400G,MOTOR MCC FOR C-2400 G,MCC,B,,
MCC-EM-831B,GHU-2 EFFLUENT AIR CONDENSER MCC,MCC,A,,
MCC-EM-850B,DEOCTANIZER CONDENSER MCC,MCC,A,,
MCC-PM-1530A,PM-1530A AROMATIC EXTRACTION PUMP A MCC,MCC,B,,
MCC-PM-2105B,SLUDGE  FEED PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2162A,ALUM DOSING PUMP A MOTOR MCC,MCC,B,,
MCC-PM-2163A,POLYMER DOSING PUMP I A MOTOR MCC,MCC,B,,
MCC-PM-2164A,POLYMER DOSING PUMP II A MOTOR MCC,MCC,B,,
MCC-PM-217A,PYROLYSIS FUEL OIL PRODUCT PUMP MCC,MCC,A,,
LCS-PM-3077,MOTOR LCS FOR P-3077,LCS,C,,
LCS-PM-325A,"CONDENSATE PUMP FOR E-325A,B LCS",LCS,C,,
LCS-PM-325B,"CONDENSATE PUMP FOR E-325A,B LCS",LCS,C,,
LCS-PM-3340A,MOTOR LCS FOR P-3340A,LCS,B,,
LCS-PM-3351B,MOTOR LCS FOR P-3351B,LCS,B,,
LCS-PM-3402,QO SYSTEM WASH GASOLINE PUMP NO.1 LCS,LCS,B,,
LCS-PM-343A,INTERMEDIATE CAUSTIC CIR PUMP LCS,LCS,B,,
LCS-PM-365B,"CONDENSATE PUMP FOR E-365A,B LCS",LCS,C,,
LCS-PM-500A,DEETHANIZER REFLUX PUMP LCS,LCS,B,,
LCS-PM-520A,C2 GREEN OIL SCRUBBER REFLUX PUMP LCS,LCS,B,,
LCS-PM-700B,DEBUTANIZER REFLUX PUMP LCS,LCS,B,,
LCS-PM-706A,DEBUTANIZER BOTTOM PUMP LCS,LCS,B,,
LCS-PM-810A,DEPENTANIZER REFLUX  PUMPS LCS,LCS,B,,
LCS-PM-811A,C5 PRODUCT PUMPS LCS,LCS,B,,
LCS-PM-838A,MAIN COOLING WATER PUMP LCS,LCS,B,,
LCS-PM-860A,EDC REFLUX PUMPS LCS,LCS,A,,
LCS-PM-870B,SRC REFLUX PUMPS LCS,LCS,A,,
LCS-PM-880B,BENZENE REFLUX PUMPS LCS,LCS,B,,
LCS-PM-881A,Benzene Product Pumps LCS,LCS,B,,
LCS-TM-300,TURNING DEVICE MOTOR LCS,LCS,C,,
LCS-XM-3300A,MOTOR LCS FOR X-3300A,LCS,B,,
MCC-CM-100F,INDUCED DRAFT FAN F MCC,MCC,A,,
MCC-CM-2051A,MOTOR MCC FOR C-2051A,MCC,B,,
MCC-CM-2094-12B,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-13B,MOTOR MCC SOOT BLOWER at SUPER HEATER,MCC,C,,
MCC-CM-2094-3C,MOTOR MCC SOOT BLOWER at Boiler BANK,MCC,C,,
MCC-CM-2094-7C,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2094-8B,MOTOR MCC SOOT BLOWER at Economizer,MCC,C,,
MCC-CM-2201F,DEGASIFIER FAN F MOTOR MCC,MCC,B,,
MCC-PM-2202C,DEGASIFIER WATER PUMP C MOTOR MCC,MCC,B,,
MCC-PM-2210B,RAW CONDENSATE PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2251B,HCl METERING PUMP I B MOTOR MCC,MCC,B,,
MCC-PM-2261B,NaOH METERING PUMP I B MOTOR MCC,MCC,B,,
MCC-PM-2262A,NaOH METERING PUMP II A MOTOR MCC,MCC,B,,
MCC-PM-2415B,MOTOR MCC FOR P-2415 B,MCC,B,,
MCC-PM-3031A,PM-3031A OILY WATER PUMP A MCC,MCC,C,,
MCC-PM-3075,MOTOR MCC FOR P-3075,MCC,B,,
MCC-PM-3082A,MOTOR MCC FOR P-3082 A,MCC,C,,
MCC-PM-3082B,MOTOR MCC FOR P-3082 B,MCC,C,,
MCC-PM-3110,CAUSTIC DRAIN PUMP MCC,MCC,B,,
MCC-PM-3343B,MOTOR MCC FOR P-3343B,MCC,B,,
MCC-PM-3351B,MOTOR MCC FOR P-3351B,MCC,B,,
MCC-PM-505B,CONDENSATE PUMP FOR E-505A/B MCC,MCC,C,,
MCC-PM-521A,"CONDENSATE PUMP FOR E-521 A,B MCC",MCC,C,,
MCC-PM-605B,"CONDENSATE PUMP FOR E-605 A,B MCC",MCC,C,,
MCC-PM-640C,C3 TOWER NO.1 REFLUX PUMP MCC,MCC,B,,
MCC-PM-641B,C3 TOWER NO.2 REFLUX PUMP MCC,MCC,B,,
MCC-PM-730B,SHU 2NDSTAGE RECYCLE/PRODUCT PUMPS MCC,MCC,B,,
MCC-PM-760A-P1B,LUBE OIL PUMP MCC,MCC,A,,
MCC-XM-3320,MOTOR MCC FOR X-3320,MCC,A,,
M-MV-1113,MSS MV SWGR FOR PP #3  11KV LINE No.1,MV SWGR,A,,
M-MV-1211,"MSS MV SWGR FOR CFU,ORU,OCU 11KV LINE 1",MV SWGR,A,,
M-MV-1214,MSS MV SWGR FOR CTU 11KV LINE No.1,MV SWGR,A,,
M-MV-1215,MSS MV SWGR FOR M-PC03,MV SWGR,C,,
M-PC04,POWER CAP IN MSS M-PC04,POWER CAPACITOR,A,,
MSS-HVAC,MSS HVAC,HVAC,A,,
OCU-CTV,OCU CCTV,CCTV,B,,
OETC-FA,OETC FIRE ALARM,FIRE ALARM,C,,
OETC-G,OETC GROUNDING,GROUND,C,,
XM-3380,MOTOR FOR X-3380,MOTOR,C,,
CM-2050C,MOTOR FOR CM-2050C,MOTOR,A,,
PM-3012B,MOTOR FOR P-3012B,MOTOR,B,,
PM-3071B,MOTOR FOR P-3071 B,MOTOR,B,,
PM-3080B,MOTOR FOR P-3080 B,MOTOR,B,,
PM-3321B,MOTOR FOR P-3321B,MOTOR,B,,
MCC-EM-831A,GHU-2 EFFLUENT AIR CONDENSER MCC,MCC,A,,
MCC-EM-860A,EDC CONDENSER MCC,MCC,A,,
MCC-PM-840B,STABILIZER REFLUX PUMPS MCC,MCC,B,,
MCC-PM-851A,IMPORTEDD C8+ FEED PUMPS MCC,MCC,B,,
A-BD-01,ARU BUS DUCT TR-01,BUS DUCT,A,,
A-BD-02,ARU BUS DUCT TR-02,BUS DUCT,A,,
ADMIN-G,ADMIN. GROUNDING,GROUND,C,,
A-MV-2419,ARU MV SWGR FOR TR-02,MV SWGR,A,,
ARU-AH-HVAC,Air Condition AH ARU,HVAC,B,,
ARU-CTV,ARU CCTV,CCTV,B,,
ARU-DB,ARU LV DISTRIBUTION BOARD,PANEL BOARD,A,,
CFU-CTV,CFU CCTV,CCTV,B,,
CM-100E,CM-100E INDUCED DRAFT Fan E,MOTOR,A,,
CM-100G,CM-100G INDUCED DRAFT FAN G,MOTOR,A,,
CM-2094-10B,MOTOR SOOT BLOWER at Economizer,MOTOR,C,,
CM-2094-10C,MOTOR SOOT BLOWER at Economizer,MOTOR,C,,
CM-2094-12A,MOTOR SOOT BLOWER at Economizer,MOTOR,C,,
CM-2094-1C,SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-2A,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-4C,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2201F,DEGASIFIER FAN F MOTOR,MOTOR,B,,
CM-2202B,MIXING BLOWER FOR MIXED BED B MOTOR,MOTOR,B,,
CM-2203A,NEUTRALIZATION BLOWER A MOTOR,MOTOR,B,,
CM-2400A,MOTOR FOR C-2400 A,MOTOR,B,,
C-MV-2320,MOTOR MV SWITCHGEAR FOR PM-760A,MV SWGR,A,,
MCC-CM-2400I,MOTOR MCC FOR C-2400 I,MCC,B,,
MCC-EM-880B,BENZENE CONDENSER MCC,MCC,A,,
MCC-PM-1210B,PM-1210B Motor driven for P-1210B MCC,MCC,A,,
MCC-PM-1550A,PM-1550A TOLUENE EXPORT PUMP A MCC,MCC,B,,
MCC-PM-2021C-P1B,MOTOR MCC FOR P-2021C-P1B,MCC,B,,
MCC-PM-202B,QUENCH OIL DRAIN DRUM PUMP MCC,MCC,B,,
MCC-PM-2103B,BELT WASH PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2106B,RECOVERY WATER PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2161C,NaOCl DOSING PUMP C MOTOR MCC,MCC,B,,
MCC-PM-217B,PYROLYSIS FUEL OIL PRODUCT PUMP MCC,MCC,A,,
MCC-PM-2254B,HCl METERING PUMP FOR NWP B MOTOR MCC,MCC,B,,
MCC-PM-2264A,NaOH METERING PUMP FOR NWP A MOTOR MCC,MCC,B,,
MCC-PM-2402B,MOTOR MCC FOR P-2402 B,MCC,C,,
MCC-PM-2410A,MOTOR MCC FOR P-2410A,MCC,B,,
MCC-PM-2413A,MOTOR MCC FOR P-2413 A,MCC,B,,
MCC-PM-2417B,MOTOR MCC FOR P-2417 B,MCC,C,,
MCC-PM-3012A,MOTOR MCC FOR P-3012A,MCC,B,,
MCC-PM-3033B,PM-3033B OILY WATER PUMP B MCC,MCC,C,,
MCC-PM-3060B,MOTOR MCC FOR P-3060B,MCC,C,,
MCC-PM-3321B,MOTOR MCC FOR P-3321B,MCC,B,,
MCC-PM-343B,INTERMEDIATE CAUSTIC CIR PUMP MCC,MCC,B,,
MCC-PM-526A,C2 GREEN OIL SCRUBBER BOTTOM PUMP MCC,MCC,B,,
MCC-PM-651A,MCC FOR MOTOR PM-651A,MCC,A,,
MCC-PM-651B,MCC FOR MOTOR PM-651B,MCC,A,,
MCC-PM-701A,RAW C4 PRODUCT PUMP MCC,MCC,B,,
MCC-PM-705B,"CONDENSATE PUMP FOR E-705 A,B MCC",MCC,C,,
MCC-PM-750A,DEISOBUTEIZER REFLUX PUMP MCC,MCC,B,,
MCC-PM-810B,DEPENTANIZER REFLUX  PUMPS MCC,MCC,B,,
MCC-PM-840A,STABILIZER REFLUX PUMPS MCC,MCC,B,,
C-PB1HE,OCU  LT PANEL  EMER,PANEL BOARD,B,,
C-PBBC01-1,OCU 24VDC PANEL FOR CONTROL MCC BUS ABE,PANEL BOARD,A,,
CTU-2400-LF,LIGHTING IN CW AREA,LIGHTING,C,,
CTU-2400-MOTOR-GP,CW MOTOR GROUP FOR PM INSPT,MOTOR,A,,
CTU-2600-LF,LIGHTING IN FLARE AREA,LIGHTING,C,,
CTU-2800-WO,WELDING OUTLET IN AIR AND NITROGEN AREA,RECEPTACLE,C,,
CTU-CP,CTU CATHODIC PROTECTION,CATHODIC,B,,
CTU-DG,CTU DIESEL GEN FOR PM INSPT,DIESEL GENERATOR,A,,
CTU-ELF,EMERGENCY LIGHTING IN CTU,LIGHTING,A,,
E-LV-E941,ORU LV SWGR FOR E-941,MCC,A,,
EM-850E,EM-850E DEOCTANIZER CONDENSER,MOTOR,A,,
EM-850G,EM-850G DEOCTANIZER CONDENSER,MOTOR,A,,
EM-870E,EM-870E SRC CONDENSER,MOTOR,A,,
E-MV-2223,ORU MV SWGR FOR BUS TIE,MV SWGR,A,,
E-PB2DE,ORU  LT PANEL  Compressor EMER,PANEL BOARD,B,,
E-PB2L,ORU  RECEPT   PANEL  Compressor,PANEL BOARD,B,,
E-PB3A,ORU  LT PANEL BOARD  Fractionation 1,PANEL BOARD,B,,
E-PB4DE,ORU  LT PANEL BOARD  Fraction 2 EMER,PANEL BOARD,B,,
E-PB4GE,ORU  RECEPT    PANEL   Compressor EMER,PANEL BOARD,B,,
F-LV01A,CFU LV SWGR FOR 690V INCOMING BUS A,LV SWGR,A,,
ISBL-C-440-MOTOR-GP,HYDROGEN PURIFI MOTOR GP FOR PM,MOTOR,C,,
ISBL-C-500-MOTOR-GP,C2 TRAIN MOTOR GP FOR PM,MOTOR,C,,
ISBL-C-600-WO-GP,C3 TRAIN WELDING OUTLET,RECEPTACLE,C,,
ISBL-C-700-WO-GP,C4 TRAIN WELDING OUTLET,RECEPTACLE,C,,
ISBL-H-0200-LCS-GP,QUENCH SYSTEM LCS GROUP FOR PM INSPT,LCS,C,,
LCS-CM-2050B,MOTOR LCS FOR CM-2050B,LCS,A,,
LCS-CM-2051B,MOTOR LCS FOR C-2051B,LCS,B,,
LCS-CM-2094-12A,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-2094-12B,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-2094-5C,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-6B,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
