Tag Name,PSM Critical,Unit,Line,Class,Fluid State,Paint Code,P&ID Number,Fluid,Design Pressure (kg/cm2g),Design Temperatur(C) ,Pipe Size (inch) ,Operating Pressure (kg/cm2g) ,Operating Temperature(C),C Insulation Thickness (mm) 
"12"" FW 40051-A12Z",,,,A12Z,"28""FW 40004-A12Z",,Fire Water,10.0,,,"12""",50,22.5,N/A
"12""PG 15013-A13A",,,,A13A,,,29RE4011-01500A,PG,,,"12""",,,
"12""PG 15013-A13A",,,,A13A,Vapor,,29RE4011-01500A,Pyrolysis Gasoline Vapor,,,"12""",0-10,15-40,-
"12""PR 13004-B13A",,,,B13A,Liquid,,29RE4011-01300,Propylene,,,"12""",0-18,15-40,-
"14""ME 12003-B13A",,,,B13A,Liquid,,29RE4011-01200B,Methanol,,,"14""",0-18,15-40,-
"16"" FW 40021-A12Z",,,,A12Z,"16""FW 40221-A11A",,Fire Water,10.0,,,"16""",50,22.5,N/A
"16"" FW 40220-A11A",,,,A11A,"16"" FW 40120 A12X",,Fire Water,9.0,,,"16""",50,22.5,N/A
"16""DF 17001-A13K",,,,A13K,,,29RE4011-1700B/2600A,DF,21 kgf/cm^2,65C,"16""",18kgf/cm^2,40C,
"2""CBD 14062-A13A",,,,A13A,,,29RE4011-01400,CBD,21.0 kgf/cm^2,65C,"2""",18kgf/cm^2,40 C,
"2""LN 28050A12X",,,,,Gas,,29RE401102900C/D,Low Pressure Nitrogen,,,"2""",04.1,1540,
"2""LN 28089-A12X",,,,A12X,Gas,,29RE4011-01700B/2900C,Low Pressure Nitrogen,,,"2""",0-4.1,15-40,
"2""LN 28092-A12X",,,,A12X,Gas,,29RE4011-02900A,Low Pressure Nitrogen,,,"2""",,,
"28"" FW 40004-A12Z",,,,A12Z,"28""FW 40005-A12Z/ 12""FW 40051/ 18"" FW 40032",,Fire Water,10.0,,,"28""",50,22.5,N/A
"3/4""D 8693-A11A",,,,A11A,Liquid,A,24HE4011-0860D,CW,8.0,75,3/4,5.0,32,-
"3/4""HCS 8018-B52A-P30",,,,B52A,,,24HE4011-0800C,HCS,7.6,205,"3/4""",,,
"3/4""HCS 8019-A51A",,,,A51Z,Liquid,-,24HE4011-0800A,HCS,3.5,250,2,0.1,AMB,-
"3/4""HCS 8031-D51D",,,,D51D,,,24HE4011-0800B,HCS,,,"3/4""",,,
"3/4""HCS 8042-A51A",,,,A51Z,Liquid,-,24HE4011-0800C,HCS,3.5,250,2,0.1,AMB,-
"3/4""HCS 8062-A51A",,,,A51A,,,24HE4011-0800B,HCS,3.5,250,"3/4""",,,
"3/4""HCS 8091-B52A-P30",,,,B52A,Liquid,B,24HE4011-0800C,HCS,44.5,190,3/4,36.8,114,-
"3/4""HCS 8125-A51A",,,,A51Z,Liquid,-,24HE4011-0810A,HCS,3.5,250,2,0.1,AMB,-
"3/4""HCS 8190-B53A",,,,A51A,Liquid,C,24HE4011-0810A,HCS,3.5,250,3/4,0.1,AMB,-
"3/4""HCS 8309-B51D-P30",,,,B51D,Liquid,C,24HE4011-0830A,HCS,37.7,310,3/4,30.0,278,-
"3/4""HCS 8311-B51D",,,,B51D,,,24HE4011-0830A,HCS,37.7,310,"3/4""",,,
"3/4""HCS 8330-B51D",,,,A51A,Liquid,C,24HE4011-0830F,HCS,3.5,250,3/4,0.1,AMB,-
"3/4""HCS 8408-A52Q",,,,A52Q,,,24HE4011-0840B,HCS,6.6,115,"3/4""",,,
"4""DF 6047-A13K",,,,A13K,,,22-0900A,DF,3.50 kgf/cm^2,120 C,"4""",,,
"4""FW 41220-A12X",,,,A12X,L,,22-4012B,FW,18,65,4,ATM,AMB,
"4""FW 41269-A12X",,,,A12X,L,,22-4012D,FW,18,65,4,ATM,AMB,
"4""FW 41322-A12X",,,,A12X,L,,22-4013B,FW,18,65,4,ATM,AMB,
"4""FW 41552-A12X",,,,A12X,L,,23-4015D,FW,18,65,4,ATM,AMB,
"4""FW 41581-A12X",,,,A12X,L,,23-4015E,FW,18,65,4,ATM,AMB,
"4""HL 7522-A13A",,,,A13A,L,,750C/750A,HL,8.3,95,4,6.22,63.2,
"4""HV 5127-B13A",,,,B13A,,,22-0520B2,HV,26.40 kgf/cm^2,240 C,"4""",,,
"4""HV 5128-B13A",,,,B13A,V,,22-0520B2,HV,26.4,240,4,19.7,40,
"4""HV 7662-A13K",,,,A13K,V,,23-0760R,HV,3.5,-160,4,0.5,-94.62,
"4""OWD 9044-A13Z",,,,A13Z,L,,23-3000,OWD,3.5,125,4,ATM,40,
"4""OWD 9051-A13Z",,,,A13Z,L,,23-3000,OWD,3.5,115,4,ATM,82,
"4""SCS 32021-A16A",,,,A16A,,,22-3200A,SCS,7.00 kgf/cm^2,73 C,"4""",,,
"4""SV 3004-A14T",,,,A14T,V,,22-2000C,SV,3.5,225,4,ATM,205,
"6""FW 47076-A12Z",,,,A12Z,Liquid,-,24HE4011-4000,FW,16.0,65,6,8.0,AMB,-
"6""FW 47202-A12X",,,,A12X,Liquid,-,24HE4011-4001C,FW,16.0,65,10,8.0,AMB,-
"6""HL 8009-B53A",,,,A53A,Liquid,A,24HE4011-0800A,HL,18.0,75,6,6.2,40,-
"6""HL 8904-B51A",,,,A51A,Liquid,C,24HE4011-0890A,HL,3.5,250,6,1.41,164.5,30
"6""HL 8940-A51A",,,,A51A,,,24HE4011-0890A,HL,,,"6""",,,
"6""LF 9609-A14A",,,,A14A,Vapor,C,24HE4011-0960A,LF,3.5,250,2,0.2,150,-
"6""LN 28718-A12X",,,,A12X,Vapor,-,24HE4011-2800A,LN,12.0,65,6,4.0,AMB,-
"6""S 8731-A56A-T140",,,,A56A,Liquid,B,24HE4011-0870F,S,12.0,90,6,0.02,40,40
"6""S 8768-A56A-T140",,,,B53T,Liquid,B,24HE4011-0870F,S,15,90,6,11.2,40,40
"6""S 8771-B53T-T140",,,,B53T,Liquid,B,24HE4011-0870F,S,15,90,8,0.02,40,40
"6""S 8772-B53T-T140",,,,B53T,Liquid,B,24HE4011-0870F,S,15,90,6,11.2,40,40
"6""SLS 8709-A51A-T140",,,,B53T,Vapor,C,24HE4011-0870G,S,22.0,250,3,17.3,150,50
"6""FW 47084-A12Z",,,,A12Z,Liquid,-,24HE4011-4000,FW,16.0,65,6,8.0,AMB,-
"6""FW 47121-A12X",,,,A12X,Liquid,-,24HE4011-4001A,FW,16.0,65,1 1/2,8.0,AMB,-
"6""HL 8024-D51A",,,,D51A,Liquid,B,24HE4011-0800B,HL,49.6,195,8,34.4,45,30
"6""HL 8101-A54A",,,,A54A,Liquid,B,24HE4011-0810A,HL,9.3,100,6,6.6,40,-
"6""HL 8102-A54A",,,,B53A,Liquid,B,24HE4011-0810A,HL,20.1,100,6,6.6,40,-
"6""HL 8520-A51A-P30",,,,A51A,Liquid,B,24HE4011-0850B,HL,17.0,120,6,10.1,85,-
"6""HL 8816-B51T",,,,B51T,,,24HE4011-0880A,HL,,,3,,,
"6""HL 8857-A51A",,,,A51A,Liquid,B,24HE4011-0880C,HL,13.5,120,3,7.83,65,30
"6""HL 8941-B51A-P30",,,,B51A,,,24HE4011-0890A,HL,,,"6""",,,
"6""S 8702-B53T-T160",,,,B53T,Liquid,B,24HE4011-0860A,S,24,200,6,11.2,105,60
"6""S 8738-B53T-T140",,,,A56A,Liquid,B,24HE4011-0870F,S,15,90,4,0.02,40,40
"6""S 8746-B53T-T140",,,,A56A,Liquid,C,24HE4011-0870G,S,11.0,250,1,4.42,40,40
"3/4""SLS 8723-A51A-T140",,,,A51A,Liquid,C,24HE4011-0870B,SLS,3.5,250,2,0.1,AMB,40
"3/4""SLS 8741-B53T-H40",,,,A51A,Liquid,C,24HE4011-0870E,SLS,3.5,250,3/4,0.1,AMB,-
"3/4""SLS 8746-A51A-T140",,,,B53T,Liquid,C,24HE4011-0870A,SLS,24.0,250,3/4,17.24,175,40
"3/4""SLS 8750-A56A-T140",,,,A51A,Liquid,C,24HE4011-0870B,SLS,3.5,250,3/4,0.1,AMB,40
"3/4""SLS 8756-A51A",,,,A51A,Liquid,C,24HE4011-0870B,SLS,3.5,250,3/4,0.1,AMB,40
"3/4""SLS 8756-A51A-T140",,,,A51A,Liquid,C,24HE4011-0870B,SLS,3.5,250,3/4,0.1,AMB,-
"3/4""SLS 8777-B53T-T140",,,,A51A,Liquid,C,24HE4011-0870F,SLS,3.5,250,3/4,0.1,AMB,40
"3/4""SLS 8779-B53T-T140",,,,A51A,Liquid,C,24HE4011-0870G,SLS,3.5,250,3/4,0.1,AMB,40
"3/4""SLS 8797-B51A",,,,B51A,,,24HE4011-0860C,SLS,20.1,100,"3/4""",,,
"30""RCW 24704-A11A",,,,A11A,Liquid,A,24HE4011-2400A,RCW,8.0,75,8,2.6,42,-
"4""FW 47110-A12X",,,,A12X,Liquid,-,24HE4011-4001A,FW,16.0,65,3,8.0,AMB,-
"2""MC2 8101-B12T-H60",,,,B12T,,,24-0810A,MC2,,,"2""",,,
"2""MN 8304-A12X",,,,A12X,,,24-0830D,MN,3.5,65,"2""",,,
"2""SLS 8600-A51A-T1-40",,,,A51A,,,24-0860A,SLS,3.5,250,"2""",,,
"2""SLS 8605-A51A-T1-40",,,,A51A,,,24-0960D,SLS,3.5,250,"2""",,,
"2""SLS 8705-A52Q-H40",,,,A52Q,,,24-0870E,SLS,3.5,250,"2""",,,
"2""SLS 8752-A51A-T1-40",,,,A51A,,,24-0960D,SLS,3.5,250,"2""",,,
"2""SV 8501-A12A",,,,A12A,,,24-0850A,SV,3.5,250,"2""",,,
"2""WF 8005-A14A",,,,A14A,,,24-0800A,WF,18,75,"2""",,,
"2""WF 8009-A53A",,,,A53A,,,24-0800A,WF,44.8,65,"2""",,,
"2""WF 8017-A14A",,,,A14A,,,24-0800B,WF,,,"2""",,,
"2""WF 8621-B53T-P30",,,,B53T,,,24-0860A,WF,24,200,"2""",,,
"2""WW 9606-A51A",,,,A51A,,,24-0830C,WW,,,"2""",,,
"3""FG 8311-A13A-T1-40",,,,A13A,,,24-0830E,FG,5.5,100,"3""",,,
"3""HCS 8400-A53A-H80",,,,A53A,,,24-0840A,HCS,6.9,200,"3""",,,
"3""HL 8411-A52Q",,,,A52Q,,,24-0840B,HL,6.6,115,"3""",,,
"3""HL 8412-A52Q",,,,A52Q,,,24-0840B,HL,6.6,115,"3""",,,
"3""HL 8512-B54T-P30",,,,B54T,,,24-0850A,HL,18,250,"3""",,,
"1""MS2 8401-B12T-H70",,,,B12T,,,24-0840A,MS2,,,"1""",,,
"1""PW 8608-A56A",,,,A56A,,,24-0860D,PW,,,"1""",,,
"1""PW 8706-A56A-H40",,,,A56A,,,24-0860B,PW,10,150,"1""",,,
"1""S 8718-A56A-T1-40",,,,A56A,,,24-0870G,S,3.5,250,"1""",,,
"1""S 8726-A56A-T1-40",,,,A56A,,,24-0870F,S,,,"1""",,,
"1""SLS 8745-A56A-T1-40",,,,A56A,,,24-0870G,SLS,3.5,250,"1""",,,
"1""WW 8001-A53A",,,,A53A,,,24-0800A,WW,,,"1""",,,
"1/2""HV 8349-A12K",,,,A12K,,,24-0830D,HV,3.5,65,"1/2""",,,
"10""HL 8711-A51A-T1-40",,,,A51A,,,24-0870B,HL,3.5,250,"10""",,,
"10""HV 8719-A51A-T1-50",,,,A51A,,,24-0870A,HV,,,"10""",,,
"10""RCW 24709-A11A",,,,A11A,,,24-2400A,RCW,8,75,"10""",,,
"1-1/2""H 8001-B52A",,,,B52A,,,24-0830C,H,,,"1-1/2""",,,
"1-1/2""HCS 8211-A53A",,,,A53A,,,24-0820A,HCS,,,"1-1/2""",,,
"1-1/2""HCS 8330-B51D",,,,B51D,,,24-0830F,HCS,37.7,310,"1-1/2""",,,
"1-1/2""HCS 8419-A53A-H",,,,A53A,,,24-0840A,HCS,6.9,200,"1-1/2""",,,
"1-1/2""HL 8859-A51A",,,,A51A,,,24HE4011-0880C,HL,13.5,120,"1-1/2""",,,
"1-1/2""HL 8909-A51A",,,,A51A,,,24-0890A,HL,15,80,"1-1/2""",,,
"6""WF 8505-A14A-P30",,,,A14A,Vapor,C,24HE4011-0850C,WF,3.5,250,6,1.7,200,-
"6""WF 8709-A14A",,,,A14A,Vapor,C,24HE4011-0870C,WF,3.5,250,4,1.7,191,-
"8""HL 8023-D51A",,,,D51A,,,24HE4011-0800B,HL,,,"8""",,,
"8""HL 8506-A51A",,,,A51A,,,24HE4011-0850A,HL,17,120,"8""",,,
"8""HL 8833-A51A",,,,A51A,Liquid,B,24HE4011-0880B,HL,13.0,200,6,4.93,95,30
"8""HL 8849-A51A",,,,A51A,,,24HE4011-0880C,HL,,,"8""",,,
"8""HL 8862-A51A",,,,A51A,,,24HE4011-0880C,HL,,,"8""",,,
"8""HV 8013-B52A",,,,B52A,,,24HE4011-0800C,HV,3.5,250,"8""",,,
"8""HV 8406-A52Q",,,,A52Q,Vapor,B,24HE4011-0840A,HV,6.6,145,8,4.5,108,30
"8""HV 8407-A52Q",,,,A52Q,,,24HE4011-0840A,HV,6.6,145,"8""",,,
"8""LF 9607-A14A",,,,A14A,Vapor,C,24HE4011-0960A,LF,3.5,250,4,0.2,150,30
"8""S 8609-B53T-T160",,,,B53T,Liquid,B,24HE4011-0860A,S,24.0,200,14,6.2,105,60
"8""S 8706-B53T-T160",,,,B53T,Liquid,C,24HE4011-0870A,S,24,250,1,17.24,175,40
"8""S 8713-A56A-T160",,,,B53T,Liquid,C,24HE4011-0870A,S,24.0,250,18,0.27,175,80
"3/4""HCS 8415-A53A-P30",,,,A53A,Liquid,B,24HE4011-0840A,HCS,6.9,200,3/4,5.1,169,-
"3/4""HCS 8526-B54T",,,,B54T,,,24HE4011-0850A,HCS,18,250,"3/4""",,,
"3/4""HCS 8553-A56A",,,,A51A,Liquid,C,24HE4011-0850A,HCS,3.5,250,3/4,0.1,AMB,-
"3/4""HCS 8590-A51A",,,,A51Z,Liquid,-,24HE4011-0850A,HCS,3.5,250,2,0.1,AMB,-
"3/4""HL 8404-B52A",,,,B52A,,,24HE4011-0840A,HL,16.3,200,"3/4""",,,
"3/4""HS 8503-D11T",,,,D11T,,,24HE4011-0850A,HS,46.2,420,"3/4""",,,
"3/4""HV 8016-B52A",,,,B52A,Vapor,B,24HE4011-0800C,HV,44.5,190,3/4,36.8,114,30
"3/4""HV 8108-A53A-H40",,,,A53A,,,24HE4011-0810A,HV,8,205,"3/4""",,,
"3/4""HV 8408-B52A",,,,B52A,,,24HE4011-0840A,HV,16.3,200,"3/4""",,,
"3/4""HV 8411-A53A",,,,A52Q,Vapor,A,24HE4011-0840B,HV,12.5,80,3/4,8.1,42,-
"3/4""HV 8510-B54T",,,,B54T,,,24HE4011-0850A,HV,18,250,"3/4""",,,
"3/4""HV 8604-A51A",,,,A51A,,,24HE4011-0860C,HV,3.5,250,"3/4""",,,
"3/4""HV 8607-A56A",,,,A56A,,,24HE4011-0860D,HV,9,250,"3/4""",,,
"3/4""IL 8101-A12K",,,,A13X,Vapor,-,24HE4011-0810B,IA,11,65,1,7.0,AMB,-
"6""SLS 9600-A51A-T140",,,,A51A,Liquid,C,24HE4011-0960D,SLS,3.5,250,4,0.1,AMB,40
"6""WF 8529-A14A-P30",,,,A14A,Vapor,C,24HE4011-0850A,WF,3.5,250,6,1.7,200,-
"8""FW 47262-A12X",,,,A11A,Liquid,A,24HE4011-4001H,FW,16.0,65,8,8.0,AMB,-
"8""HL 8020-B52A-H60",,,,B52A,Liquid,B,24HE4011-0800C,HL,44.5,190,8,36.02,109,60
"8""HL 8627-B51A",,,,B51A,,,24HE4011-0860C,HL,3.5,250,"8""",,,
"8""HM 8932-A51A-H60",,,,A51A,Liquid/Gas Mixture,B,24HE4011-0890A,HM,14.0,190,6,0.9,145,60
"8""HV 8005-B52A",,,,B52A,,,24HE4011-0800C,HV,,,"8""",,,
"8""HV 8312-B52A-P30",,,,B52A,,,24HE4011-0830C,HV,34.8,115,"8""",,,
"8""HV 8316-B52A-T140",,,,B52Q,Vapor,B,24HE4011-0830C,HV,29.2,165,4,23.3,45,-
"8""S 8741-B53T-T160",,,,B53T,Liquid,B,24HE4011-0870E,S,24.0,200,14,13.8,137,60
"8""WF 8015-A14A",,,,A14A,,,24HE4011-0900A,WF,3.5,250,"8""",,,
"1""N 22003-A12X",,,,A12X,,,20CT4011-02100G,N,,,"1""",,1,
"1/2""AM 22020-A12K",,,,A12K,,,20CT4011-02100G,AM,,,"1/2""",,1/2,
"3"" FW 41025-A12X",,,,A12X,TK-1010A Spary Ring,,Fire Water,5.0,,,"3""",50,22.5,N/A
"3"" FW 41533-A12X",,,,A12X,TK-1520 Spray Rings,,Fire Water,5,,,"3""",50,22.5,N/A
"3""C4 14019-A13A-ST",,,,A13A,Vapor,,29RE4011-01400,N-Butylene Rich Vapor,,,"3""",0-4,15-40,-
"3""C4 14023-A13A",,,,A13A,,,29RE4011-01400,C4,21.0 kgf/cm^2,65C,"3""",18kgf/cm^2,40 C,
"3""CKB 16070-A13A-ST",,,,A13A,Liquid,,29RE4011-01600,Cracker Bottom,,,"3""",0-8,80,-
"3""HL 15010-B51A",,,,B51A,Liquid,,29RE4011-01500A,Hydrocarbon Liquid,,,"3""",0-25.5,15-40,-
"3""HL 15021-B51A",,,,B51A,,,29RE4011-01500A,HL,21.0 kgf/cm^2,65C,"3""",18kgf/cm^2,40 C,
"3""LS1 17002-A114T-H",,,,A114T,Vapor,,29RE4011-01700B/2900D,LP Steam,,,"3""",0-4,200,
"3""ME 12007-B13A",,,,B13A,,,29RE4011-01200B,ME,,,"3""",,,
"3""ME 12007-B13A",,,,B13A,Liquid,,29RE4011-01200B,Methanol,,,"3""",0-18,15-40,-
"3""MN 16003-A13A",,,,A13A,,,29RE4011-01600,MN,,,"3""",,,
"3""PG 15005-A13A",,,,A13A,Liquid,,29RE4011-01500A,Pyrolysis Gasoline,,,"3""",0-10,15-40,-
"3""TW 21002-A11A",,,,A11A,Liquid,,29RE4011-02900A/B,Treated Water,,,"3""",0-4,15-40,
"8"" FW 41414-A12X",,,,A12X,TK-1410 FW Riser,,Fire Water,7,,,"8""",50,22.5,N/A
"8""C4 14001-A13A",,,,A13A,Liquid,,29RE4011-01400,Raw C4,,,"8""",0-7,15-40,-
"8""C4 14003-A13A",,,,A13A,,,29RE4011-01400,C4,21.0 kgf/cm^2,65C,"8""",18kgf/cm^2,40 C,
"8""HL 15003-A51A",,,,A51A,,,29RE4011-01500A,HL,21.0 kgf/cm^2,65C,"8""",18kgf/cm^2,40 C,
"8""HL 15004-A51A",,,,A51A,Liquid,,29RE4011-01500A,Hydrocarbon Liquid,,,"8""",0-12,15-40,-
"8""WF 13009-A14A",,,,A14A,Liquid,,29RE4011-01300,WET FLARE,,,"8""",0-2,15-30,
"1/2""IA 20266-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1/2""",7,36,
"1/2""IA 20278-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1/2""",7,36,
"3/4""CW 24013-30-A11A",,,,150#,8,,20-2000D,SV,8,75,"1""",4,42,
"3/4""PH 20583-16-A14K",,,,150#,5,,20-2000J,PH,5,65,"3/4""",0.5,36,
"3/4""RCW 24014-30-A11A",,,,150#,8,,20-2000E,RCW,8,75,"3/4""",3.7,42,
"2""C3R 6013-B11Q-P",,,,B11Q,,,22-0660B,C3R,20.60 kgf/cm^2,,"2""",,,
"12""HL P7625-B24T",,,,B24T,L,A,23-0760R,HL,36,60/-45,12,30.3,32,
"2""WF 8100-A14A",,,,A14A,Vapor,C,24HE4011-0810A,WF,3.5,250,14,1.7,200,-
"2""WF 8961-A14A",,,,A14A,Vapor,C,24HE4011-0900A,WF,3.5,250,2,1.7,200,-
"20""CW 24707-A11A",,,,A11A,,,24HE4011-2400A,CW,8,75,"20""",,,
"24""HV 8615-A51A",,,,A51A,,,24HE4011-0860C,HV,3.5,250,"24""",,,
"3""FG 8311-A13A-T140",,,,A13A,Vapor,B,24HE4011-0830E,FG,5.5,100,2,2.5,AMB,40
"3""FW 47118-A12X",,,,A12X,Liquid,-,24HE4011-4001A,FW,16.0,65,2,8.0,AMB,-
"3""FW 47186-A12X",,,,A12X,Liquid,-,24HE4011-4001D,FW,16.0,65,3,8.0,AMB,-
"3""FW 47374-A12X",,,,A12X,Liquid,-,24HE4011-4001A,FW,16.0,65,3,8.0,AMB,-
"3""HCS 8010-A51Z",,,,A51Z,,,24HE4011-0800B,HCS,3.5,250,"3""",,,
"3""HCS 8100-A51Z",,,,A51Z,,,24HE4011-0810A,HCS,3.5,250,"3""",,,
"3""HCS 8200-A51Z",,,,A51A,,C,24HE4011-0820A,HCS,3.5,250,3,0.1,AMB,-
"3""HCS 8200-A53A",,,,A51Z,,-,24HE4011-0820A,HCS,3.5,250,3,0.1,AMB,-
"3""HCS 8500-B54T-P30",,,,B54T,,,24HE4011-0850A,HCS,3.5,250,"3""",,,
"4""FW 47117-A12X",,,,A12X,Liquid,-,24HE4011-4001A,FW,16.0,65,3,8.0,AMB,-
"4""FW 47149-A12X",,,,A12X,Liquid,-,24HE4011-4001B,FW,16.0,65,3,8.0,AMB,-
"4""FW 47220-A12X",,,,A12X,Liquid,-,24HE4011-4001F,FW,16.0,65,4,8.0,AMB,-
"4""HL 8512-B54T",,,,B54T,,,24HE4011-0850A,HL,49.6,,"4""",,,
"4""HL 8602-A51A-T160",,,,A51A,Liquid,C,24HE4011-0860B,HCS,3.5,250,3/4,0.1,AMB,40
"4""HL 8631-B51A-T140",,,,B51A,Liquid,B,24HE4011-0850B,HL,20.1,100,4,16.5,40,-
"4""HL 8717-A51A-T140",,,,A51A,Liquid,C,24HE4011-0870B,HL,3.5,250,12,-0.64,40,-
"4""HL 8826-B51A",,,,B51A,,,24HE4011-0860A,HL,3.5,250,"4""",,,
"4""HL 8826-B51T",,,,B51A,Liquid,B,24HE4011-0860A,HL,30.0,90,4,23.0,40,-
"4""HL 8837-A51A",,,,A51A,Liquid,B,24HE4011-0880B,HL,13.0,200,2,4.93,40,-
"4""LLN 28732-A12X",,,,A12X,Vapor,-,24HE4011-2800A,LLN,12.0,65,2,1.5,AMB,-
"4""OWS 8700-A51Z",,,,A51Z,,,24HE4011-0870A,OWS,3.5,250,"4""",,,
"8""WF 8015-A14A",,,,A14A,Vapor,C,24HE4011-0900A,WF,3.5,250,12,1.7,200,-
"4""DW 22101-10-A14K",,,,A14K,,,20-2200C,DW,13.5,65,"4""",10.5,25,
"1""D 22005-CSRL",,,,CSRL,,,20CT4011-02100A,D,,,"1""",,1,
"1""D 22006-CSRL",,,,CSRL,,,20CT4011-02100A,D,,,"1""",,1,
"2""V 22014-A12K",,,,A12K,,,20CT4011-02200D,V,,,"2""",,2,
"3/4""HA 22025-PVDF",,,,PVDF,,,20CT4011-02200C,HA,,,"3/4""",,3/4,
"6""DW 22006-A14K",,,,A14K,,,20-2100A,DW,,,"6""",,,
"6""PW 22003-A13X",,,,A13X,,,20CT4011-02200B,PW,,,"6""",,6,
"6""PW 22021-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"6""PW 22059-CSRL",,,,CSRL,,,20CT4011-02200B,PW,,,"6""",,6,
"6""PW 22077-CSRL",,,,CSRL,,,20CT4011-02200C,PW,,,"6""",,6,
"6""TW 22044-A13X",,,,A13X,,,20CT4011-02200B,TW,,,"6""",,6,
"1""C4 14040-A13A",,,,A13A,,,29RE4011-01400,C4,21.0 kgf/cm^2,65C,"1""",18kgf/cm^2,40 C,
"1""CBD 12114-A13K",,,,A13K,Liquid,,29RE4011-01200A/02600B,Cold Blow Down,,,"1""",0-5,15-40,
"1""CBD 13112-A11Q",,,,A11Q,Liquid,,29RE4011-01300/02600B,Cold Blow Down,,,"1""",0-5,-35,
"1""CBD 13122-A13Q",,,,A13Q,Liquid,,29RE4011-01300/2600B,Cold Blow Down,,,"1""",0-2,-35,
"3/4"" LS1 20026-A14T-H",,,,A14T,Vapor,,29RE4011-02900D,LP Steam,,,"3/4""",0-4,200,
"3/4""C4 14054-B13A",,,,B13A,,,29RE4011-01400,C4,21.0 kgf/cm^2,65C,"3/4""",18kgf/cm^2,40 C,
"3/4""C4 14054-B13A",,,,B13A,Liquid,,29RE4011-01400,Iso Butylene Rich,,,"3/4""",0-18,15-40,-
"3/4""CBD 13006-A11Q",,,,A11Q,,,29RE4011-01300,CBD,21.0 kgf/cm^2,65C,"3/4""",18kgf/cm^2,40 C,
"3/4""CBD 14045-B13A",,,,B13A,,,29RE4011-01400,CBD,21.0 kgf/cm^2,65C,"3/4""",18kgf/cm^2,40 C,
"3/4""CBD 14046-B13A",,,,B13A,Liquid,,29RE4011-01400,Cold Blow Down,,,"3/4""",17.6,15-40,
"3/4""CW 24024-A11A",,,,A11A,,,29RE4011-01500B/2900A,CW,,,"3/4""",,,
"3/4""CW 24027-A11A",,,,A11A,Liquid,,29RE4011-01500B/2900A,Cooling Water,,,"3/4""",0-4,0-32,
"3/4""CW 24032-A11A",,,,A11A,,,29RE4011-01600/02900A,CW,,,"3/4""",,,
"3/4""CW 24032-A11A",,,,A11A,Liquid,,29RE4011-01600/02900A,Cooling Water,,,"3/4""",0-4,0-32,
"3/4""CW 24036-A11A",,,,A11A,Liquid,,29RE4011-01500B/2900A,Cooling Water,,,"3/4""",0-4,0-32,
"3/4""CW 24114-A11A",,,,A11A,Liquid,,29RE4011-01400/02900D,Cooling Water,,,"3/4""",0-4,0-32,
"3/4""DF 12017-A13K",,,,A13K,,,29RE4011-01200A/2600A,DF,21 kgf/cm^2,65C,"3/4""",18kgf/cm^2,40C,
"3""HL 8835-A51A",,,,A51A,,,24-0880B,HL,3.5,250,"3""",,,
"3""HL 8904-B51A-P30",,,,B51A,,,24-0890A,HL,,,"3""",,,
"3""HV 8312-B52A-P30",,,,B52A,,,24-0830C,HV,,,"3""",,,
"3""LC1 20701-A12A-H60",,,,A12A,,,24-2000D,LC1,6.8,180,"3""",,,
"3""MC1 8600-B12T-H60",,,,B12T,,,24-0860B,MC1,,,"3""",,,
"3""OWS 8400-A53A-P40",,,,A53A,,,24-0840A,OWS,6.9,200,"3""",,,
"3""RCW 8302-A11A",,,,A11A,,,24-0830G,RCW,8,75,"3""",,,
"3""SLS 8619-A51A-T1-40",,,,A51A,,,24-0960D,SLS,3.5,250,"3""",,,
"3/4""C9+ 8516-A56A",,,,A56A,,,24-0850A,C9+,18,75,"3/4""",,,
"3/4""D 8003-B12T-P30",,,,B12T,,,24-0800C,D,16,245,"3/4""",,,
"3/4""D 9603-A51A",,,,A51A,,,24-0960B,D,,,"3/4""",,,
"3/4""FG 8303-A13A-T1-40",,,,A13A,,,24-0830E,FG,5.5,100,"3/4""",,,
"3/4""HCS 8046-B52A",,,,B52A,,,24-0800C,HCS,7.6,205,"3/4""",,,
"3/4""HCS 8367-B52A-H40",,,,B52A,,,24-0830C,HCS,,,"3/4""",,,
"3/4""HL 8121-A54A",,,,A54A,,,24-0810B,HL,6.8,85,"3/4""",,,
"3/4""HL 8212-A53A",,,,A53A,,,24-0820B,HL,3.5,250,"3/4""",,,
"3/4""HL 8219-D51A",,,,D51A,,,24-0820B,HL,3.5,250,"3/4""",,,
"1-1/2""HL 9608-A51A-P30",,,,A51A,,,24-0960A,HL,12,250,"1-1/2""",,,
"1-1/2""HM 8001-D51A",,,,D51A,,,24-0800B,HM,49.6,195,"1-1/2""",,,
"1-1/2""HM 8104-A53K",,,,A53K,,,24-0810B,HM,,,"1-1/2""",,,
"1-1/2""HV 8002-B52A-P30",,,,B52A,,,24-0800C,HV,,,"1-1/2""",,,
"1-1/2""HV 8532-A51A",,,,A51A,,,24HE4011-0850B,HV,3.5,250,"1-1/2""",,,
"1-1/2""HV 8608-A51A-P30",,,,A51A,,,24HE4011-0860C,HV,3.5,250,"1-1/2""",,,
